SubscriberIdentityNumber,Phone Number,Subscriber Name,SSN,Subscriber Age,State,Zip Code,SubscribedFromDate,Internet Service,SMS Service,Churn Status
345281726547640,1526695082,Antony,214449188,78,Newyork,10010,8/24/2015,Active,Active,Active
345281736547641,1526695083,Raj,214449189,55,Newyork,10011,2/4/2019,Active,Active,Active
345281746547642,1526695084,Brian,214449190,44,Newyork,10012,2/5/2019,Active,Active,InActive
345281756547643,1526695085,Edward,214449191,33,Newyork,10013,2/6/2019,Active,Active,Active
345281766547644,1526695086,Gary,214449192,22,Newyork,10014,2/7/2019,Active,Active,Active
345281776547645,1526695087,Rinold,214449193,45,Newyork,10015,2/8/2019,Active,Active,Active
345281786547646,1526695088,Timoty,214449194,54,Newyork,10016,2/9/2019,Active,Active,Active
345281796547647,1526695089,Narry,214449195,44,Newyork,10017,2/10/2019,Active,Active,Active
345281806547648,1526695090,Nicholos,214449196,33,Newyork,10018,2/11/2019,Active,Active,Active
345281816547649,1526695091,Samuel,214449197,67,Newyork,10019,2/12/2019,Active,Active,Active
345281826547650,1526695092,Jose,214449198,22,Newyork,10020,2/13/2019,Active,Active,Active
345281836547651,1526695093,Henry,214449199,34,Newyork,10021,2/14/2019,Active,Active,Active
345281846547652,1526695094,Austin,214449200,35,Newjersy,7039,2/15/2019,Active,Active,Active
345281856547653,1526695095,Mike,214449201,36,North Carolina,27565,2/16/2019,Active,Active,Active
345281866547654,1526695096,John,214449202,37,Newyork,10005,2/17/2019,Active,Active,Active
345281876547655,1526695097,James,214449203,38,Newyork,10006,2/18/2019,Active,Active,Active
345281886547656,1526695098,Robert,214449204,39,Newyork,10007,1/20/2019,Active,Active,InActive
345281896547657,1526695099,Thomas,214449205,40,Newyork,10008,1/21/2019,Active,Active,Active
345281906547658,1526695100,Charles,214449206,25,Newyork,10009,1/22/2019,Active,Active,Active
345281916547659,1526695101,Sam,214449207,26,Newyork,10010,1/23/2019,Active,Active,Active
345281926547660,1526695102,Antony,214449208,27,Newyork,10011,1/24/2019,Active,Active,Active
345281936547661,1526695103,Raj,214449209,28,Newyork,10012,1/25/2019,Active,Active,Active
345281946547662,1526695104,Brian,214449210,29,Newyork,10013,1/26/2019,Active,Active,Active
345281956547663,1526695105,Edward,214449211,30,Newyork,10014,1/27/2019,Active,Active,Active
345281966547664,1526695106,Gary,214449212,31,Newyork,10015,3/20/2020,Active,Active,Active
345281976547665,1526695107,Rinold,214449213,32,Newyork,10016,3/21/2020,Active,Active,Active
345281986547666,1526695108,Timoty,214449214,33,Newyork,10017,3/22/2020,Active,Active,Active
345281996547667,1526695109,Narry,214449215,34,Newyork,10018,3/23/2020,Active,Active,Active
345282006547668,1526695110,Nicholos,214449216,35,Newyork,10019,3/24/2020,Active,Active,Active
345282016547669,1526695111,Samuel,214449217,36,Newyork,10020,3/25/2020,Active,Active,Active
345282026547670,1526695112,Jose,214449218,37,Newyork,10021,12/1/2018,Active,Active,Active
345282036547671,1526695113,Henry,214449219,38,Ohio,44102,12/2/2018,Active,Active,Active
345282046547672,1526695114,Austin,214449220,39,Ohio,44103,12/3/2018,Active,Active,Active
345282056547673,1526695115,Mike,214449221,40,Ohio,44104,12/4/2018,Active,Active,Active
345282066547674,1526695116,John,214449222,41,Ohio,44105,12/5/2018,Active,Active,Active
345282076547675,1526695117,James,214449223,42,Ohio,44106,12/6/2018,Active,Active,InActive
345282086547676,1526695118,Robert,214449224,43,Ohio,44107,12/7/2018,Active,Active,Active
345282096547677,1526695119,Thomas,214449225,44,Ohio,44108,12/8/2018,Active,Active,Active
345282106547678,1526695120,Charles,214449226,33,Ohio,44109,12/9/2018,Active,Active,Active
345282116547679,1526695121,Sam,214449227,23,Ohio,44110,12/10/2018,Active,Active,Active
345282126547680,1526695122,Antony,214449228,78,Ohio,44111,12/11/2018,Active,Active,Active
345282136547681,1526695123,Raj,214449229,68,Ohio,44112,12/12/2018,Active,Active,Active
345282146547682,1526695124,Brian,214449230,57,Ohio,44113,12/13/2018,Active,Active,Active
345282156547683,1526695125,Edward,214449231,25,Ohio,44114,1/12/2018,Active,Active,Active
345282166547684,1526695126,Gary,214449232,15,Ohio,44115,12/12/2018,Active,Active,Active
345282176547685,1526695127,Rinold,214449233,45,Ohio,44116,5/25/2018,Active,Active,Active
345282186547686,1526695128,Timoty,214449234,62,Ohio,44117,11/5/2017,Active,Active,Active
345282196547687,1526695129,Narry,214449235,15,Ohio,44118,4/18/2017,Active,Active,Active
345282206547688,1526695130,Nicholos,214449236,33,Ohio,44119,9/29/2019,Active,Active,Active
345282216547689,1526695131,Samuel,214449237,22,Ohio,44120,3/12/2016,Active,Active,Active
345282226547690,1526695132,Jose,214449238,78,Ohio,44121,8/24/2015,Active,Active,Active
345282236547691,1526695133,Henry,214449239,55,Ohio,44122,2/4/2019,Active,Active,Active
345282246547692,1526695134,Austin,214449240,44,Ohio,44123,2/5/2019,Active,Active,Active
345282256547693,1526695135,Mike,214449241,33,Ohio,44124,2/6/2019,Active,Active,Active
345282266547694,1526695136,John,214449242,22,Ohio,44125,2/7/2019,Active,Active,Active
345282276547695,1526695137,James,214449243,45,Ohio,44126,2/8/2019,Active,Active,InActive
345282286547696,1526695138,Robert,214449244,54,Ohio,44127,2/9/2019,Active,Active,Active
345282296547697,1526695139,Thomas,214449245,44,Ohio,44128,2/10/2019,Active,Active,Active
345282306547698,1526695140,Charles,214449246,33,Ohio,44129,2/11/2019,Active,Active,Active
345282316547699,1526695141,Sam,214449247,67,Ohio,44130,2/12/2019,Active,Active,InActive
345282326547700,1526695142,Antony,214449248,22,Ohio,44131,2/13/2019,Active,Active,InActive
345282336547701,1526695143,Raj,214449249,34,Ohio,44132,2/14/2019,Active,Active,InActive
345282346547702,1526695144,Brian,214449250,35,Ohio,44133,2/15/2019,Active,Active,Active
345282356547703,1526695145,Edward,214449251,36,Ohio,44134,2/16/2019,Active,Active,Active
345282366547704,1526695146,Gary,214449252,37,Ohio,44135,2/17/2019,Active,Active,Active
345282376547705,1526695147,Rinold,214449253,38,Ohio,44136,2/18/2019,Active,Active,Active
345282386547706,1526695148,Timoty,214449254,39,Ohio,44137,1/20/2019,Active,Active,Active
345282396547707,1526695149,Narry,214449255,40,Ohio,44138,1/21/2019,Active,Active,Active
345282406547708,1526695150,Nicholos,214449256,25,Ohio,44139,1/22/2019,Active,Active,Active
345282416547709,1526695151,Samuel,214449257,26,Ohio,44140,1/23/2019,Active,Active,Active
345282426547710,1526695152,Jose,214449258,27,Ohio,44141,1/24/2019,Active,Active,Active
345282436547711,1526695153,Henry,214449259,28,Ohio,44142,1/25/2019,Active,Active,Active
345282446547712,1526695154,Austin,214449260,29,Ohio,44143,1/26/2019,Active,Active,Active
345282456547713,1526695155,Mike,214449261,30,Michigan,49735,1/27/2019,Active,Active,Active
345282466547714,1526695156,John,214449262,31,Michigan,49735,3/20/2020,Active,Active,Active
345282476547715,1526695157,James,214449263,32,Michigan,49735,3/21/2020,Active,Active,InActive
345282486547716,1526695158,Robert,214449264,33,Michigan,49735,3/22/2020,Active,Active,Active
345282496547717,1526695159,Thomas,214449265,34,Michigan,49735,3/23/2020,Active,Active,Active
345282506547718,1526695160,Charles,214449266,35,Michigan,49735,3/24/2020,Active,Active,Active
345282516547719,1526695161,Sam,214449267,36,Michigan,49735,3/25/2020,Active,Active,Active
345282526547720,1526695162,Antony,214449268,37,Michigan,49735,12/1/2018,Active,Active,Active
345282536547721,1526695163,Raj,214449269,38,Michigan,49735,12/2/2018,Active,Active,Active
345282546547722,1526695164,Brian,214449270,39,Michigan,49735,12/3/2018,Active,Active,Active
345282556547723,1526695165,Edward,214449271,40,Michigan,49735,12/4/2018,Active,Active,Active
345282566547724,1526695166,Gary,214449272,41,Michigan,49735,12/5/2018,Active,Active,Active
345282576547725,1526695167,Rinold,214449273,42,Michigan,49735,12/6/2018,Active,Active,Active
345282586547726,1526695168,Timoty,214449274,43,Michigan,49735,12/7/2018,Active,Active,Active
345282596547727,1526695169,Narry,214449275,44,Michigan,49735,12/8/2018,Active,Active,Active
345282606547728,1526695170,Nicholos,214449276,33,Michigan,49735,12/9/2018,Active,Active,Active
345282616547729,1526695171,Samuel,214449277,23,Michigan,49735,12/10/2018,Active,Active,Active
345282626547730,1526695172,Jose,214449278,78,Michigan,49735,12/11/2018,Active,Active,Active
345282636547731,1526695173,Henry,214449279,68,Michigan,49735,12/12/2018,Active,Active,Active
345282646547732,1526695174,Austin,214449280,57,Michigan,49735,12/13/2018,Active,Active,Active
345282656547733,1526695175,Mike,214449281,25,Arizona,85005,1/12/2018,Active,Active,Active
345282666547734,1526695176,John,214449282,15,Florida,33130,12/12/2018,Active,Active,Active
345282676547735,1526695177,James,214449283,45,Newyork,10005,5/25/2018,Active,Active,Active
345282686547736,1526695178,Robert,214449284,62,Newyork,10006,11/5/2017,Active,Active,Active
345282696547737,1526695179,Thomas,214449285,15,Newyork,10007,4/18/2017,Active,Active,Active
345282706547738,1526695180,Charles,214449286,33,Newyork,10008,9/29/2019,Active,Active,Active
345282716547739,1526695181,Sam,214449287,22,Newyork,10009,3/12/2016,Active,Active,Active
345282726547740,1526695182,Antony,214449288,78,Newyork,10010,8/24/2015,Active,Active,Active
345282736547741,1526695183,Raj,214449289,55,Newyork,10011,2/4/2019,Active,Active,Active
345282746547742,1526695184,Brian,214449290,44,Newyork,10012,2/5/2019,Active,Active,Active
345282756547743,1526695185,Edward,214449291,33,Newyork,10013,2/6/2019,Active,Active,Active
345282766547744,1526695186,Gary,214449292,22,Newyork,10014,2/7/2019,Active,Active,Active
345282776547745,1526695187,Rinold,214449293,45,Newyork,10015,2/8/2019,Active,Active,Active
345282786547746,1526695188,Timoty,214449294,54,Newyork,10016,2/9/2019,Active,Active,Active
345282796547747,1526695189,Narry,214449295,44,Newyork,10017,2/10/2019,Active,Active,Active
345282806547748,1526695190,Nicholos,214449296,33,Newyork,10018,2/11/2019,Active,Active,Active
345282816547749,1526695191,Samuel,214449297,67,Newyork,10019,2/12/2019,Active,Active,Active
345282826547750,1526695192,Jose,214449298,22,Newyork,10020,2/13/2019,Active,Active,Active
345282836547751,1526695193,Henry,214449299,34,Newyork,10021,2/14/2019,Active,Active,Active
345282846547752,1526695194,Austin,214449300,35,Newjersy,7039,2/15/2019,Active,Active,Active
345282856547753,1526695195,Mike,214449301,36,North Carolina,27565,2/16/2019,Active,Active,Active
345282866547754,1526695196,John,214449302,37,Newyork,10005,2/17/2019,Active,Active,Active
345282876547755,1526695197,James,214449303,38,Newyork,10006,2/18/2019,Active,Active,Active
345282886547756,1526695198,Robert,214449304,39,Newyork,10007,1/20/2019,Active,Active,Active
345282896547757,1526695199,Thomas,214449305,40,Newyork,10008,1/21/2019,Active,Active,Active
345282906547758,1526695200,Charles,214449306,25,Newyork,10009,1/22/2019,Active,Active,Active
345282916547759,1526695201,Sam,214449307,26,Newyork,10010,1/23/2019,Active,Active,Active
345282926547760,1526695202,Antony,214449308,27,Newyork,10011,1/24/2019,Active,Active,Active
345282936547761,1526695203,Raj,214449309,28,Newyork,10012,1/25/2019,Active,Active,Active
345282946547762,1526695204,Brian,214449310,29,Newyork,10013,1/26/2019,Active,Active,Active
345282956547763,1526695205,Edward,214449311,30,Newyork,10014,1/27/2019,Active,Active,Active
345282966547764,1526695206,Gary,214449312,31,Newyork,10015,3/20/2020,Active,Active,Active
345282976547765,1526695207,Rinold,214449313,32,Newyork,10016,3/21/2020,Active,Active,Active
345282986547766,1526695208,Timoty,214449314,33,Newyork,10017,3/22/2020,Active,Active,Active
345282996547767,1526695209,Narry,214449315,34,Newyork,10018,3/23/2020,Active,Active,Active
345283006547768,1526695210,Nicholos,214449316,35,Newyork,10019,3/24/2020,Active,Active,Active
345283016547769,1526695211,Samuel,214449317,36,Newyork,10020,3/25/2020,Active,Active,Active
345283026547770,1526695212,Jose,214449318,37,Newyork,10021,12/1/2018,Active,Active,Active
345283036547771,1526695213,Henry,214449319,38,Ohio,44102,12/2/2018,Active,Active,Active
345283046547772,1526695214,Austin,214449320,39,Ohio,44103,12/3/2018,Active,Active,Active
345283056547773,1526695215,Mike,214449321,40,Ohio,44104,12/4/2018,Active,Active,Active
345283066547774,1526695216,John,214449322,41,Ohio,44105,12/5/2018,Active,Active,Active
345283076547775,1526695217,James,214449323,42,Ohio,44106,12/6/2018,Active,Active,Active
345283086547776,1526695218,Robert,214449324,43,Ohio,44107,12/7/2018,Active,Active,Active
345283096547777,1526695219,Thomas,214449325,44,Ohio,44108,12/8/2018,Active,Active,Active
345283106547778,1526695220,Charles,214449326,33,Ohio,44109,12/9/2018,Active,Active,Active
345283116547779,1526695221,Sam,214449327,23,Ohio,44110,12/10/2018,Active,Active,Active
345283126547780,1526695222,Antony,214449328,78,Ohio,44111,12/11/2018,Active,Active,Active
345283136547781,1526695223,Raj,214449329,68,Ohio,44112,12/12/2018,Active,Active,Active
345283146547782,1526695224,Brian,214449330,57,Ohio,44113,12/13/2018,Active,Active,Active
345283156547783,1526695225,Edward,214449331,25,Ohio,44114,1/12/2018,Active,Active,Active
345283166547784,1526695226,Gary,214449332,15,Ohio,44115,12/12/2018,Active,Active,Active
345283176547785,1526695227,Rinold,214449333,45,Ohio,44116,5/25/2018,Active,Active,Active
345283186547786,1526695228,Timoty,214449334,62,Ohio,44117,11/5/2017,Active,Active,Active
345283196547787,1526695229,Narry,214449335,15,Ohio,44118,4/18/2017,Active,Active,Active
345283206547788,1526695230,Nicholos,214449336,33,Ohio,44119,9/29/2019,Active,Active,Active
345283216547789,1526695231,Samuel,214449337,22,Ohio,44120,3/12/2016,Active,Active,Active
345283226547790,1526695232,Jose,214449338,78,Ohio,44121,8/24/2015,Active,Active,Active
345283236547791,1526695233,Henry,214449339,55,Ohio,44122,2/4/2019,Active,Active,Active
345283246547792,1526695234,Austin,214449340,44,Ohio,44123,2/5/2019,Active,Active,Active
345283256547793,1526695235,Mike,214449341,33,Ohio,44124,2/6/2019,Active,Active,Active
345283266547794,1526695236,John,214449342,22,Ohio,44125,2/7/2019,Active,Active,Active
345283276547795,1526695237,James,214449343,45,Ohio,44126,2/8/2019,Active,Active,Active
345283286547796,1526695238,Robert,214449344,54,Ohio,44127,2/9/2019,Active,Active,Active
345283296547797,1526695239,Thomas,214449345,44,Ohio,44128,2/10/2019,Active,Active,Active
345283306547798,1526695240,Charles,214449346,33,Ohio,44129,2/11/2019,Active,Active,Active
345283316547799,1526695241,Sam,214449347,67,Ohio,44130,2/12/2019,Active,Active,Active
345283326547800,1526695242,Antony,214449348,22,Ohio,44131,2/13/2019,Active,Active,Active
345283336547801,1526695243,Raj,214449349,34,Ohio,44132,2/14/2019,Active,Active,Active
345283346547802,1526695244,Brian,214449350,35,Ohio,44133,2/15/2019,Active,Active,Active
345283356547803,1526695245,Edward,214449351,36,Ohio,44134,2/16/2019,Active,Active,Active
345283366547804,1526695246,Gary,214449352,37,Ohio,44135,2/17/2019,Active,Active,Active
345283376547805,1526695247,Rinold,214449353,38,Ohio,44136,2/18/2019,Active,Active,Active
345283386547806,1526695248,Timoty,214449354,39,Ohio,44137,1/20/2019,Active,Active,Active
345283396547807,1526695249,Narry,214449355,40,Ohio,44138,1/21/2019,Active,Active,Active
345283406547808,1526695250,Nicholos,214449356,25,Ohio,44139,1/22/2019,Active,Active,Active
345283416547809,1526695251,Samuel,214449357,26,Ohio,44140,1/23/2019,Active,Active,Active
345283426547810,1526695252,Jose,214449358,27,Ohio,44141,1/24/2019,Active,Active,Active
345283436547811,1526695253,Henry,214449359,28,Ohio,44142,1/25/2019,Active,Active,Active
345283446547812,1526695254,Austin,214449360,29,Ohio,44143,1/26/2019,Active,Active,Active
345283456547813,1526695255,Mike,214449361,30,Michigan,49735,1/27/2019,Active,Active,Active
345283466547814,1526695256,John,214449362,31,Michigan,49735,3/20/2020,Active,Active,Active
345283476547815,1526695257,James,214449363,32,Michigan,49735,3/21/2020,Active,Active,Active
345283486547816,1526695258,Robert,214449364,33,Michigan,49735,3/22/2020,Active,Active,Active
345283496547817,1526695259,Thomas,214449365,34,Michigan,49735,3/23/2020,Active,Active,Active
345283506547818,1526695260,Charles,214449366,35,Michigan,49735,3/24/2020,Active,Active,Active
345283516547819,1526695261,Sam,214449367,36,Michigan,49735,3/25/2020,Active,Active,Active
345283526547820,1526695262,Antony,214449368,37,Michigan,49735,12/1/2018,Active,Active,Active
345283536547821,1526695263,Raj,214449369,38,Michigan,49735,12/2/2018,Active,Active,Active
345283546547822,1526695264,Brian,214449370,39,Michigan,49735,12/3/2018,Active,Active,Active
345283556547823,1526695265,Edward,214449371,40,Michigan,49735,12/4/2018,Active,Active,Active
345283566547824,1526695266,Gary,214449372,41,Michigan,49735,12/5/2018,Active,Active,Active
345283576547825,1526695267,Rinold,214449373,42,Michigan,49735,12/6/2018,Active,Active,Active
345283586547826,1526695268,Timoty,214449374,43,Michigan,49735,12/7/2018,Active,Active,Active
345283596547827,1526695269,Narry,214449375,44,Michigan,49735,12/8/2018,Active,Active,Active
345283606547828,1526695270,Nicholos,214449376,33,Michigan,49735,12/9/2018,Active,Active,Active
345283616547829,1526695271,Samuel,214449377,23,Michigan,49735,12/10/2018,Active,Active,Active
345283626547830,1526695272,Jose,214449378,78,Michigan,49735,12/11/2018,Active,Active,Active
345283636547831,1526695273,Henry,214449379,68,Michigan,49735,12/12/2018,InActive,Active,Active
345283646547832,1526695274,Austin,214449380,57,Michigan,49735,12/13/2018,InActive,Active,Active
345283606547828,1526695270,Nicholos,214449376,33,Michigan,49735,12/9/2018,Active,Active,Active
345283616547829,1526695271,Samuel,214449377,23,Michigan,49735,12/10/2018,Active,Active,Active
345283626547830,1526695272,Jose,214449378,78,Michigan,49735,12/11/2018,Active,Active,Active
345283636547831,1526695273,Henry,214449379,68,Michigan,49735,12/12/2018,InActive,Active,Active
345283646547832,1526695274,Austin,214449380,57,Michigan,49735,12/13/2018,InActive,Active,Active
